seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809386,120,2,3|3,1,0.0,1.0,bursty-moderate,0.23333333333333334,-7.225383483760361,0,0.2470282244948825,0.07477813010604684,0.05,0.25833333333333336,0.19166666666666668,-0.8724916478810909,0,0.8429566700783455,0.06859143283167801,0.0,0.0,0.23333333333333334
809387,60,2,3|3,1,0.0,1.0,none,0.1,-2.6927808161168674,0,0.40031910785359304,0.06506892125682756,0.08333333333333333,0.26666666666666666,0.1,-3.8652388675267364,0,0.2599320988583894,0.0549995098239921,0.0,0.0,0.1
809388,90,2,2|1,1,0.0,1.0,steady-low,0.1111111111111111,-7.311541398770394,0,0.26758561955958116,0.05633124677330173,0.011111111111111112,0.17777777777777778,0.1,-6.511847701741444,0,0.3271088055790095,0.04899513643643544,0.0,0.0,0.1111111111111111
809389,90,2,1|2,2,0.25,0.75,none,0.03333333333333333,-6.069192236816633,0,0.26261172724603593,0.05798918623346669,0.044444444444444446,0.24444444444444444,0.03333333333333333,-6.316770075801667,0,0.2502888726934063,0.0593388659011152,0.0,0.0,0.03333333333333333
809390,60,2,2|2,2,0.25,0.75,steady-low,0.15,-5.332887700964232,0,0.1622443175125161,0.05030413069602552,0.03333333333333333,0.21666666666666667,0.15,-4.736024242786898,0,0.1836244135360894,0.055053271651737734,0.0,0.0,0.15
809391,120,2,2|1,2,0.25,0.75,none,0.025,-8.471856846333221,0,0.24020330633194897,0.0561771938252158,0.09166666666666666,0.25,0.025,-9.532472370104532,0,0.18055824430338932,0.053965396405144694,0.0,0.0,0.025
809392,90,2,2|3,2,0.25,0.75,none,0.05555555555555555,-4.123855464563418,0,0.32683456324403637,0.06215979529890542,0.1,0.26666666666666666,0.05555555555555555,-3.4232240891963626,0,0.33987999085964304,0.05629301495031319,0.0,0.0,0.05555555555555555
809393,120,2,2|1,2,0.25,0.75,bursty-moderate,0.20833333333333334,-10.948875346975763,0,0.22682465032209057,0.0556537045020411,0.075,0.175,0.18333333333333332,-7.850338254923584,0,0.29797207386461,0.05347593884395724,0.0,0.0,0.20833333333333334
809394,90,2,1|2,2,0.25,0.75,steady-low,0.1111111111111111,1.0471767558464073,1,0.9044721192920147,0.0759403817557025,0.2111111111111111,0.4222222222222222,0.1,-2.8343114457598633,0,0.5179470487798813,0.05498099891263153,0.0,0.0,0.1111111111111111
809395,120,2,2|2,2,0.25,0.75,steady-low,0.11666666666666667,-10.061511533174759,0,0.19800780098714288,0.05639175741558666,0.05,0.2833333333333333,0.09166666666666666,-10.81163651177538,0,0.19777867700136242,0.05022864463794863,0.0,0.0,0.11666666666666667
809396,120,2,1|3,2,0.25,0.75,none,0.03333333333333333,-7.666018134807589,0,0.31584534053162744,0.0642184990410683,0.025,0.2,0.03333333333333333,-7.85566990438716,0,0.16917323351099056,0.05763212077009444,0.0,0.0,0.03333333333333333
809397,120,2,3|3,3,0.5,0.5,steady-low,0.13333333333333333,-8.765760518319391,0,0.15674213828344802,0.07112932115509796,0.041666666666666664,0.26666666666666666,0.13333333333333333,-5.0027249236176825,0,0.23157728165091387,0.06517374701173517,0.0,0.0,0.13333333333333333
809398,90,2,1|1,3,0.5,0.5,bursty-moderate,0.2,-6.912769255044125,0,0.2447702815343765,0.054285444078938316,0.022222222222222223,0.15555555555555556,0.16666666666666666,-5.485311452886801,0,0.2638161678295636,0.046601386684991586,0.0,0.0,0.2
809399,120,2,3|2,3,0.5,0.5,steady-low,0.125,-10.824908383129983,0,0.2251520997390973,0.04896410195674905,0.041666666666666664,0.25,0.1,-11.56611474076788,0,0.20664791129037893,0.05367204372628842,0.0,0.0,0.125
809400,60,2,1|3,3,0.5,0.5,bursty-moderate,0.25,-6.387310331532463,0,0.21997177755950897,0.048513920958643625,0.03333333333333333,0.15,0.2,-6.696585505897884,0,0.1951247964996433,0.04677997367107045,0.0,0.0,0.25
809401,120,2,3|1,3,0.5,0.5,steady-low,0.11666666666666667,3.816957980915862,1,0.9053430105282348,0.06805699358133255,0.18333333333333332,0.45,0.08333333333333333,-8.009220190746364,0,0.29761609054641425,0.05491633649174138,0.0,0.0,0.11666666666666667
809402,60,2,1|1,3,0.5,0.5,none,0.03333333333333333,-4.715741397864668,0,0.2085099117576287,0.0557745612415822,0.03333333333333333,0.1,0.03333333333333333,-4.713006845888458,0,0.20726597447429396,0.05263613699174402,0.0,0.0,0.03333333333333333
809403,60,2,1|2,3,0.5,0.5,bursty-moderate,0.23333333333333334,-3.9713592953588774,0,0.23287197469883952,0.04886225394899657,0.03333333333333333,0.3333333333333333,0.18333333333333332,-5.820094097576782,0,0.13645697677182853,0.045868748409222504,0.0,0.0,0.23333333333333334
